Protein,Protein Description,Protein Gene,A-100_0-14 Sum Normalized Area,A-100_0-28 Sum Normalized Area,A-100_0-42 Sum Normalized Area
sp|P35475|IDUA_HUMAN,Alpha-L-iduronidase OS=Homo sapiens OX=9606 GN=IDUA PE=1 SV=2,IDUA,7.0600E+4,6.8273E+4,5.3858E+4
sp|P51151|RAB9A_HUMAN,Ras-related protein Rab-9A OS=Homo sapiens OX=9606 GN=RAB9A PE=1 SV=1,RAB9A,2.1323E+4,3.8398E+4,1.7246E+4
sp|P52597|HNRPF_HUMAN,Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3,HNRNPF,3.5844E+5,5.0791E+5,4.1220E+5
sp|P63220|RS21_HUMAN,Small ribosomal subunit protein eS21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1,RPS21,2.5550E+4,2.0468E+4,2.7144E+4
sp|Q2PZI1|D19L1_HUMAN,Protein C-mannosyl-transferase DPY19L1 OS=Homo sapiens OX=9606 GN=DPY19L1 PE=1 SV=1,DPY19L1,1.5615E+5,1.3409E+5,1.7838E+5
sp|Q6ZMI0|PPR21_HUMAN,Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens OX=9606 GN=PPP1R21 PE=1 SV=1,PPP1R21,1.2352E+5,1.6041E+5,1.1229E+5
sp|Q6ZPD9|D19L3_HUMAN,Protein C-mannosyl-transferase DPY19L3 OS=Homo sapiens OX=9606 GN=DPY19L3 PE=1 SV=1,DPY19L3,1.4268E+4,1.1976E+4,1.8609E+4
sp|Q7Z3D4|LYSM3_HUMAN,LysM and putative peptidoglycan-binding domain-containing protein 3 OS=Homo sapiens OX=9606 GN=LYSMD3 PE=1 SV=2,LYSMD3,6.8495E+4,4.8937E+4,7.8018E+4
sp|Q8IYU8|MICU2_HUMAN,"Calcium uptake protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=MICU2 PE=1 SV=2",MICU2,1.5493E+5,1.6801E+5,1.5966E+5
sp|Q8N983|RM43_HUMAN,Large ribosomal subunit protein mL43 OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1,MRPL43,2.1386E+4,1.7707E+4,1.0408E+4
sp|Q8NF37|PCAT1_HUMAN,Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2,LPCAT1,9.5980E+4,9.6757E+4,8.8138E+4
sp|Q96FE7|P3IP1_HUMAN,Phosphoinositide-3-kinase-interacting protein 1 OS=Homo sapiens OX=9606 GN=PIK3IP1 PE=1 SV=2,PIK3IP1,4.1241E+4,3.8619E+4,3.9900E+4
sp|Q99519|NEUR1_HUMAN,Sialidase-1 OS=Homo sapiens OX=9606 GN=NEU1 PE=1 SV=1,NEU1,5.0622E+4,4.3277E+4,4.4380E+4
sp|Q9BYC5|FUT8_HUMAN,"Alpha-(1,6)-fucosyltransferase OS=Homo sapiens OX=9606 GN=FUT8 PE=1 SV=2",FUT8,8.4496E+4,1.2322E+5,1.4179E+5
sp|Q9H2U2|IPYR2_HUMAN,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2",PPA2,6.9618E+5,7.0187E+5,7.2297E+5
sp|Q9H3H3|CK068_HUMAN,UPF0696 protein C11orf68 OS=Homo sapiens OX=9606 GN=C11orf68 PE=1 SV=3,C11orf68,1.5554E+5,1.6577E+5,1.8379E+5
sp|Q9NQZ5|STAR7_HUMAN,"StAR-related lipid transfer protein 7, mitochondrial OS=Homo sapiens OX=9606 GN=STARD7 PE=1 SV=2",STARD7,2.0260E+3,#N/A,5.9330E+3
sp|Q9NX57|RAB20_HUMAN,Ras-related protein Rab-20 OS=Homo sapiens OX=9606 GN=RAB20 PE=1 SV=1,RAB20,1.8579E+4,2.1719E+4,1.9228E+4
sp|Q9P107|GMIP_HUMAN,GEM-interacting protein OS=Homo sapiens OX=9606 GN=GMIP PE=1 SV=2,GMIP,2.9739E+5,2.6728E+5,2.7931E+5
sp|Q9Y230|RUVB2_HUMAN,RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3,RUVBL2,1.2626E+6,1.2837E+6,1.2026E+6
sp|Q9Y3L3|3BP1_HUMAN,SH3 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SH3BP1 PE=1 SV=3,SH3BP1,1.0445E+5,8.4373E+4,8.9014E+4
sp|A0A0B4J2D9|KVD13_HUMAN / sp|P0DP09|KV113_HUMAN,"Immunoglobulin kappa variable 1D-13 OS=Homo sapiens OX=9606 GN=IGKV1D-13 PE=3 SV=1
Immunoglobulin kappa variable 1-13 OS=Homo sapiens OX=9606 GN=IGKV1-13 PE=3 SV=1",IGKV1D-13 / IGKV1-13,4.6915E+5,4.6129E+5,4.6094E+5
sp|O43663|PRC1_HUMAN,Protein regulator of cytokinesis 1 OS=Homo sapiens OX=9606 GN=PRC1 PE=1 SV=2,PRC1,#N/A,6.2394E+3,#N/A
sp|P00747|PLMN_HUMAN,Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2,PLG,1.8774E+7,1.8643E+7,1.8742E+7
sp|P05165|PCCA_HUMAN,"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens OX=9606 GN=PCCA PE=1 SV=4",PCCA,4.3145E+5,4.2642E+5,5.2030E+5
sp|P08183|MDR1_HUMAN,ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3,ABCB1,4.3342E+4,1.9512E+3,4.9834E+4
sp|P16930|FAAA_HUMAN,Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2,FAH,1.1486E+6,1.1520E+6,1.1497E+6
sp|P23284|PPIB_HUMAN,Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens OX=9606 GN=PPIB PE=1 SV=2,PPIB,8.6507E+6,9.3446E+6,8.8681E+6
sp|P37288|V1AR_HUMAN,Vasopressin V1a receptor OS=Homo sapiens OX=9606 GN=AVPR1A PE=1 SV=1,AVPR1A,#N/A,#N/A,1.7556E+4
sp|P55145|MANF_HUMAN,Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3,MANF,1.9847E+6,2.0129E+6,1.9461E+6
sp|P61009|SPCS3_HUMAN,Signal peptidase complex subunit 3 OS=Homo sapiens OX=9606 GN=SPCS3 PE=1 SV=1,SPCS3,3.2209E+4,4.2386E+4,4.8034E+4
sp|Q12965|MYO1E_HUMAN,Unconventional myosin-Ie OS=Homo sapiens OX=9606 GN=MYO1E PE=1 SV=2,MYO1E,#N/A,7.8322E+3,#N/A
sp|Q13094|LCP2_HUMAN,Lymphocyte cytosolic protein 2 OS=Homo sapiens OX=9606 GN=LCP2 PE=1 SV=1,LCP2,5.3030E+6,4.8770E+6,4.9304E+6
sp|Q13308|PTK7_HUMAN,Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2,PTK7,1.5885E+5,1.4240E+5,9.2644E+4
sp|Q16854|DGUOK_HUMAN,"Deoxyguanosine kinase, mitochondrial OS=Homo sapiens OX=9606 GN=DGUOK PE=1 SV=2",DGUOK,1.8237E+4,3.2642E+4,2.8123E+4
sp|Q2PPJ7|RGPA2_HUMAN,Ral GTPase-activating protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=RALGAPA2 PE=1 SV=2,RALGAPA2,8.5969E+3,6.9770E+3,7.4823E+3
sp|Q5T890|ER6L2_HUMAN,DNA excision repair protein ERCC-6-like 2 OS=Homo sapiens OX=9606 GN=ERCC6L2 PE=1 SV=3,ERCC6L2,#N/A,#N/A,#N/A
sp|Q6PL24|TMED8_HUMAN,Protein TMED8 OS=Homo sapiens OX=9606 GN=TMED8 PE=1 SV=1,TMED8,7.1899E+5,6.7280E+5,6.9717E+5
sp|Q8IZY2|ABCA7_HUMAN,Phospholipid-transporting ATPase ABCA7 OS=Homo sapiens OX=9606 GN=ABCA7 PE=1 SV=3,ABCA7,4.3624E+3,5.1189E+3,4.9756E+3
sp|Q8NBP7|PCSK9_HUMAN,Proprotein convertase subtilisin/kexin type 9 OS=Homo sapiens OX=9606 GN=PCSK9 PE=1 SV=3,PCSK9,9.4138E+6,9.2235E+6,9.2897E+6
sp|Q8TE02|ELP5_HUMAN,Elongator complex protein 5 OS=Homo sapiens OX=9606 GN=ELP5 PE=1 SV=3,ELP5,1.9719E+4,1.1958E+4,1.6322E+4
sp|Q8WZ73|RFFL_HUMAN,E3 ubiquitin-protein ligase rififylin OS=Homo sapiens OX=9606 GN=RFFL PE=1 SV=1,RFFL,1.1087E+4,9.1352E+3,1.1569E+4
sp|Q96DZ1|ERLEC_HUMAN,Endoplasmic reticulum lectin 1 OS=Homo sapiens OX=9606 GN=ERLEC1 PE=1 SV=1,ERLEC1,1.6529E+5,1.5567E+5,1.3929E+5
sp|Q9H444|CHM4B_HUMAN,Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,CHMP4B,1.4223E+5,1.6318E+5,1.6147E+5
sp|Q9NPJ3|ACO13_HUMAN,Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1,ACOT13,2.3719E+5,2.5489E+5,2.3305E+5
sp|Q9NQG6|MID51_HUMAN,Mitochondrial dynamics protein MIEF1 OS=Homo sapiens OX=9606 GN=MIEF1 PE=1 SV=1,MIEF1,4.2091E+4,3.2787E+4,4.3620E+4
sp|Q9ULG6|CCPG1_HUMAN,Cell cycle progression protein 1 OS=Homo sapiens OX=9606 GN=CCPG1 PE=1 SV=3,CCPG1,3.3563E+3,8.2378E+3,5.6364E+3
sp|Q9Y295|DRG1_HUMAN,Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=DRG1 PE=1 SV=1,DRG1,2.6656E+4,#N/A,2.0125E+4
sp|Q9Y678|COPG1_HUMAN,Coatomer subunit gamma-1 OS=Homo sapiens OX=9606 GN=COPG1 PE=1 SV=1,COPG1,9.4133E+5,9.4760E+5,8.9106E+5
sp|Q9Y6M9|NDUB9_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3,NDUFB9,1.2632E+5,1.4173E+5,1.3695E+5
sp|A0A0B4J1Y8|LV949_HUMAN,Immunoglobulin lambda variable 9-49 OS=Homo sapiens OX=9606 GN=IGLV9-49 PE=1 SV=1,IGLV9-49,4.4230E+5,4.0120E+5,5.2344E+5
sp|O14920|IKKB_HUMAN,Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens OX=9606 GN=IKBKB PE=1 SV=1,IKBKB,2.4521E+5,2.5627E+5,2.5292E+5
sp|O75312|ZPR1_HUMAN,Zinc finger protein ZPR1 OS=Homo sapiens OX=9606 GN=ZPR1 PE=1 SV=1,ZPR1,9.7141E+4,9.8948E+4,9.4788E+4
sp|O76095|JTB_HUMAN,Protein JTB OS=Homo sapiens OX=9606 GN=JTB PE=1 SV=1,JTB,2.3608E+4,2.0437E+4,1.7399E+4
sp|O95084|PRS23_HUMAN,Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23 PE=1 SV=1,PRSS23,1.8949E+4,3.6673E+3,1.5959E+4
sp|O95965|ITGBL_HUMAN,Integrin beta-like protein 1 OS=Homo sapiens OX=9606 GN=ITGBL1 PE=1 SV=1,ITGBL1,2.7275E+5,2.7917E+5,2.6636E+5
sp|P05089|ARGI1_HUMAN,Arginase-1 OS=Homo sapiens OX=9606 GN=ARG1 PE=1 SV=2,ARG1,7.3832E+3,8.0512E+3,1.6599E+4
sp|P07333|CSF1R_HUMAN,Macrophage colony-stimulating factor 1 receptor OS=Homo sapiens OX=9606 GN=CSF1R PE=1 SV=2,CSF1R,3.7665E+6,3.3515E+6,3.7343E+6
sp|P07954|FUMH_HUMAN,"Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3",FH,1.2612E+6,1.2797E+6,1.2518E+6
sp|P21266|GSTM3_HUMAN,Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3,GSTM3,4.1427E+5,3.5613E+5,4.6363E+5
sp|P27987|IP3KB_HUMAN,Inositol-trisphosphate 3-kinase B OS=Homo sapiens OX=9606 GN=ITPKB PE=1 SV=5,ITPKB,7.6973E+5,7.1792E+5,7.6387E+5
sp|P46781|RS9_HUMAN,Small ribosomal subunit protein uS4 OS=Homo sapiens OX=9606 GN=RPS9 PE=1 SV=3,RPS9,7.4665E+4,5.2701E+4,6.7516E+4
sp|P48637|GSHB_HUMAN,Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1,GSS,1.1697E+6,1.1016E+6,1.0717E+6
sp|P50213|IDH3A_HUMAN,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3A PE=1 SV=1",IDH3A,4.7680E+5,3.8913E+5,4.0500E+5
sp|P50395|GDIB_HUMAN,Rab GDP dissociation inhibitor beta OS=Homo sapiens OX=9606 GN=GDI2 PE=1 SV=2,GDI2,2.9627E+6,2.7795E+6,3.0084E+6
sp|P82673|RT35_HUMAN,Small ribosomal subunit protein mS35 OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1,MRPS35,2.3398E+3,1.7454E+3,3.5155E+3
sp|Q00169|PIPNA_HUMAN,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2,PITPNA,6.5441E+4,9.0479E+4,8.8843E+4
sp|Q12792|TWF1_HUMAN,Twinfilin-1 OS=Homo sapiens OX=9606 GN=TWF1 PE=1 SV=3,TWF1,3.7792E+4,3.3008E+4,3.3305E+4
sp|Q16363|LAMA4_HUMAN,Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=4,LAMA4,3.4319E+5,3.0728E+5,3.4727E+5
sp|Q86UE4|LYRIC_HUMAN,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,MTDH,7.0816E+5,6.7698E+5,6.4174E+5
sp|Q86XP1|DGKH_HUMAN,Diacylglycerol kinase eta OS=Homo sapiens OX=9606 GN=DGKH PE=1 SV=1,DGKH,6.7656E+3,1.7027E+4,2.4335E+4
sp|Q8NB16|MLKL_HUMAN,Mixed lineage kinase domain-like protein OS=Homo sapiens OX=9606 GN=MLKL PE=1 SV=1,MLKL,8.8420E+4,1.0156E+5,9.0367E+4
sp|Q8NDY3|ARHL1_HUMAN,Inactive ADP-ribosyltransferase ARH2 OS=Homo sapiens OX=9606 GN=ADPRHL1 PE=1 SV=1,ADPRHL1,8.6979E+4,3.8480E+4,7.8972E+4
sp|Q8TCZ2|C99L2_HUMAN,CD99 antigen-like protein 2 OS=Homo sapiens OX=9606 GN=CD99L2 PE=1 SV=1,CD99L2,5.1820E+4,6.4069E+4,5.5814E+4
sp|Q96AC1|FERM2_HUMAN,Fermitin family homolog 2 OS=Homo sapiens OX=9606 GN=FERMT2 PE=1 SV=1,FERMT2,4.8702E+4,4.9565E+4,5.6207E+4
sp|Q96AX2|RAB37_HUMAN,Ras-related protein Rab-37 OS=Homo sapiens OX=9606 GN=RAB37 PE=1 SV=3,RAB37,1.1818E+6,1.1946E+6,1.2417E+6
sp|Q96JJ7|TMX3_HUMAN,Protein disulfide-isomerase TMX3 OS=Homo sapiens OX=9606 GN=TMX3 PE=1 SV=2,TMX3,3.4491E+5,3.8532E+5,3.7834E+5
sp|Q9BY64|UDB28_HUMAN / sp|O75310|UDB11_HUMAN / sp|P36537|UDB10_HUMAN,"UDP-glucuronosyltransferase 2B28 OS=Homo sapiens OX=9606 GN=UGT2B28 PE=1 SV=1
UDP-glucuronosyltransferase 2B11 OS=Homo sapiens OX=9606 GN=UGT2B11 PE=1 SV=1
UDP-glucuronosyltransferase 2B10 OS=Homo sapiens OX=9606 GN=UGT2B10 PE=1 SV=1",UGT2B28 / UGT2B11 / UGT2B10,#N/A,#N/A,#N/A
sp|Q9BYD3|RM04_HUMAN,Large ribosomal subunit protein uL4m OS=Homo sapiens OX=9606 GN=MRPL4 PE=1 SV=1,MRPL4,6.1581E+4,5.6278E+4,5.7584E+4
sp|Q9C035|TRIM5_HUMAN,Tripartite motif-containing protein 5 OS=Homo sapiens OX=9606 GN=TRIM5 PE=1 SV=1,TRIM5,4.9830E+4,5.1629E+4,4.3165E+4
sp|Q9HC35|EMAL4_HUMAN,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3,EML4,2.2975E+5,1.9751E+5,2.0121E+5
sp|Q9NRA1|PDGFC_HUMAN,Platelet-derived growth factor C OS=Homo sapiens OX=9606 GN=PDGFC PE=1 SV=2,PDGFC,1.9866E+5,1.9193E+5,1.9473E+5
sp|Q9NZL4|HPBP1_HUMAN,Hsp70-binding protein 1 OS=Homo sapiens OX=9606 GN=HSPBP1 PE=1 SV=2,HSPBP1,3.5907E+3,3.2074E+3,3.7856E+3
sp|A0A0C4DH73|KV112_HUMAN / sp|P01611|KVD12_HUMAN,"Immunoglobulin kappa variable 1-12 OS=Homo sapiens OX=9606 GN=IGKV1-12 PE=3 SV=1
Immunoglobulin kappa variable 1D-12 OS=Homo sapiens OX=9606 GN=IGKV1D-12 PE=1 SV=2",IGKV1-12 / IGKV1D-12,9.6817E+5,1.0679E+6,1.1139E+6
sp|O43516|WIPF1_HUMAN,WAS/WASL-interacting protein family member 1 OS=Homo sapiens OX=9606 GN=WIPF1 PE=1 SV=3,WIPF1,1.8935E+6,1.7556E+6,1.7523E+6
sp|P07951|TPM2_HUMAN,Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1,TPM2,2.3990E+6,2.4400E+6,2.4657E+6
sp|P27169|PON1_HUMAN,Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3,PON1,7.8007E+7,7.6859E+7,8.3523E+7
sp|P67775|PP2AA_HUMAN,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PPP2CA PE=1 SV=1,PPP2CA,1.2683E+5,1.4401E+5,1.5470E+5
sp|Q13232|NDK3_HUMAN,Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2,NME3,1.4052E+5,1.1912E+5,1.8975E+5
sp|Q15785|TOM34_HUMAN,Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,TOMM34,9.6712E+5,5.3922E+5,3.7567E+5
sp|Q7Z2K6|ERMP1_HUMAN,Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens OX=9606 GN=ERMP1 PE=1 SV=2,ERMP1,2.0267E+5,2.0736E+5,2.2171E+5
sp|Q8TBC4|UBA3_HUMAN,NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=9606 GN=UBA3 PE=1 SV=2,UBA3,1.8911E+5,2.1918E+5,1.9004E+5
sp|Q96CU9|FXRD1_HUMAN,FAD-dependent oxidoreductase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FOXRED1 PE=1 SV=2,FOXRED1,5.0961E+4,4.2459E+4,4.1509E+4
sp|Q96RS6|NUDC1_HUMAN,NudC domain-containing protein 1 OS=Homo sapiens OX=9606 GN=NUDCD1 PE=1 SV=2,NUDCD1,4.0425E+4,2.6581E+4,4.2936E+4
sp|Q9BUB5|MKNK1_HUMAN,MAP kinase-interacting serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=MKNK1 PE=1 SV=1,MKNK1,9.3705E+3,1.1188E+4,1.5232E+4
sp|Q9BXJ8|TACAN_HUMAN,Ion channel TACAN OS=Homo sapiens OX=9606 GN=TMEM120A PE=1 SV=1,TMEM120A,3.8538E+3,#N/A,6.8057E+3
sp|Q9NRK6|ABCBA_HUMAN,"ATP-binding cassette sub-family B member 10, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB10 PE=1 SV=2",ABCB10,1.6979E+5,1.6738E+5,1.5431E+5
sp|Q9NVA2|SEP11_HUMAN,Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3,SEPTIN11,5.5136E+5,5.9219E+5,6.1976E+5
sp|Q9Y4K4|M4K5_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP4K5 PE=1 SV=3,MAP4K5,2.0797E+5,2.1958E+5,1.5568E+5
sp|Q9Y6Y9|LY96_HUMAN,Lymphocyte antigen 96 OS=Homo sapiens OX=9606 GN=LY96 PE=1 SV=2,LY96,#N/A,4.2106E+3,4.0296E+3
sp|A0A0B4J1X5|HV374_HUMAN,Immunoglobulin heavy variable 3-74 OS=Homo sapiens OX=9606 GN=IGHV3-74 PE=1 SV=1,IGHV3-74,1.5086E+7,1.4861E+7,1.5967E+7
tr|A0AAG2TV02|A0AAG2TV02_HUMAN,HCG2003024 OS=Homo sapiens OX=9606 GN=hCG_2003024 PE=1 SV=1,hCG_2003024,7.3517E+4,8.0300E+4,7.3584E+4
sp|O43760|SNG2_HUMAN,Synaptogyrin-2 OS=Homo sapiens OX=9606 GN=SYNGR2 PE=1 SV=1,SYNGR2,2.9221E+4,2.8909E+4,2.6116E+4
sp|P01742|HV169_HUMAN,Immunoglobulin heavy variable 1-69 OS=Homo sapiens OX=9606 GN=IGHV1-69 PE=1 SV=2,IGHV1-69,1.4376E+6,1.4071E+6,1.6914E+6
sp|P01780|HV307_HUMAN,Immunoglobulin heavy variable 3-7 OS=Homo sapiens OX=9606 GN=IGHV3-7 PE=1 SV=2,IGHV3-7,1.3315E+7,1.3465E+7,1.4038E+7
sp|P28065|PSB9_HUMAN,Proteasome subunit beta type-9 OS=Homo sapiens OX=9606 GN=PSMB9 PE=1 SV=2,PSMB9,1.1750E+6,1.2294E+6,1.2542E+6
sp|P47224|MSS4_HUMAN,Guanine nucleotide exchange factor MSS4 OS=Homo sapiens OX=9606 GN=RABIF PE=1 SV=2,RABIF,6.1662E+4,7.5619E+4,6.2313E+4
sp|P78330|SERB_HUMAN,Phosphoserine phosphatase OS=Homo sapiens OX=9606 GN=PSPH PE=1 SV=2,PSPH,9.8606E+3,2.3076E+4,1.3006E+4
sp|Q15555|MARE2_HUMAN,Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1,MAPRE2,2.0178E+6,2.0280E+6,2.0943E+6
sp|Q5JTD0|TJAP1_HUMAN,Tight junction-associated protein 1 OS=Homo sapiens OX=9606 GN=TJAP1 PE=1 SV=1,TJAP1,5.0437E+4,4.5805E+4,4.1119E+4
sp|Q6IQ22|RAB12_HUMAN,Ras-related protein Rab-12 OS=Homo sapiens OX=9606 GN=RAB12 PE=1 SV=3,RAB12,5.2176E+4,5.3850E+4,7.1009E+4
sp|Q86UU1|PHLB1_HUMAN,Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1,PHLDB1,3.5771E+3,1.8899E+3,2.3285E+3
sp|Q8N1Q1|CAH13_HUMAN,Carbonic anhydrase 13 OS=Homo sapiens OX=9606 GN=CA13 PE=1 SV=1,CA13,3.2690E+5,3.0610E+5,3.1552E+5
sp|Q8NC56|LEMD2_HUMAN,LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LEMD2 PE=1 SV=1,LEMD2,1.1383E+5,1.1925E+5,1.2831E+5
sp|Q96EV8|DTBP1_HUMAN,Dysbindin OS=Homo sapiens OX=9606 GN=DTNBP1 PE=1 SV=1,DTNBP1,3.4280E+4,2.7666E+4,3.8051E+4
sp|Q9BQA9|CYBC1_HUMAN,Cytochrome b-245 chaperone 1 OS=Homo sapiens OX=9606 GN=CYBC1 PE=1 SV=1,CYBC1,1.6728E+5,1.5028E+5,1.6550E+5
sp|Q9BTD8|RBM42_HUMAN,RNA-binding protein 42 OS=Homo sapiens OX=9606 GN=RBM42 PE=1 SV=1,RBM42,1.2179E+4,#N/A,1.8264E+4
sp|Q9BTW9|TBCD_HUMAN,Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=2,TBCD,2.1255E+5,2.6246E+5,5.6748E+5
sp|Q9H3U1|UN45A_HUMAN,Protein unc-45 homolog A OS=Homo sapiens OX=9606 GN=UNC45A PE=1 SV=1,UNC45A,3.4892E+6,3.9454E+6,4.4533E+6
sp|O95376|ARI2_HUMAN,E3 ubiquitin-protein ligase ARIH2 OS=Homo sapiens OX=9606 GN=ARIH2 PE=1 SV=1,ARIH2,2.7948E+4,3.8545E+4,3.3312E+4
sp|P08236|BGLR_HUMAN,Beta-glucuronidase OS=Homo sapiens OX=9606 GN=GUSB PE=1 SV=2,GUSB,1.2810E+5,1.3692E+5,1.4830E+5
sp|P19320|VCAM1_HUMAN,Vascular cell adhesion protein 1 OS=Homo sapiens OX=9606 GN=VCAM1 PE=1 SV=1,VCAM1,1.9242E+6,2.0134E+6,2.0504E+6
sp|P46976|GLYG_HUMAN,Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4,GYG1,2.9211E+5,2.6191E+5,2.5700E+5
sp|P51114|FXR1_HUMAN,RNA-binding protein FXR1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3,FXR1,4.3989E+4,5.1277E+4,6.7082E+4
sp|Q00341|VIGLN_HUMAN,Vigilin OS=Homo sapiens OX=9606 GN=HDLBP PE=1 SV=3,HDLBP,2.8819E+5,2.9242E+5,2.9770E+5
sp|Q02161|RHD_HUMAN / sp|P18577|RHCE_HUMAN,"Blood group Rh(D) polypeptide OS=Homo sapiens OX=9606 GN=RHD PE=1 SV=3
Blood group Rh(CE) polypeptide OS=Homo sapiens OX=9606 GN=RHCE PE=1 SV=3",RHD / RHCE,1.7318E+4,7.9404E+3,1.2067E+4
sp|Q08AM6|VAC14_HUMAN,Protein VAC14 homolog OS=Homo sapiens OX=9606 GN=VAC14 PE=1 SV=1,VAC14,4.8911E+4,4.2915E+4,6.1854E+4
sp|Q0PNE2|ELP6_HUMAN,Elongator complex protein 6 OS=Homo sapiens OX=9606 GN=ELP6 PE=1 SV=1,ELP6,3.8567E+3,8.1679E+3,8.0882E+3
sp|Q13042|CDC16_HUMAN,Cell division cycle protein 16 homolog OS=Homo sapiens OX=9606 GN=CDC16 PE=1 SV=2,CDC16,2.6770E+4,2.9133E+4,1.1131E+5
sp|Q14257|RCN2_HUMAN,Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1,RCN2,1.4007E+4,1.4988E+4,1.5237E+4
sp|Q49B96|COX19_HUMAN,Cytochrome c oxidase assembly protein COX19 OS=Homo sapiens OX=9606 GN=COX19 PE=1 SV=1,COX19,1.4331E+4,1.2763E+4,2.2283E+4
sp|Q6DT37|MRCKG_HUMAN,Serine/threonine-protein kinase MRCK gamma OS=Homo sapiens OX=9606 GN=CDC42BPG PE=1 SV=2,CDC42BPG,1.7705E+4,1.7942E+4,1.7067E+4
sp|Q6PHR2|ULK3_HUMAN,Serine/threonine-protein kinase ULK3 OS=Homo sapiens OX=9606 GN=ULK3 PE=1 SV=2,ULK3,7.0517E+4,7.2168E+4,7.6056E+4
sp|Q8IY63|AMOL1_HUMAN,Angiomotin-like protein 1 OS=Homo sapiens OX=9606 GN=AMOTL1 PE=1 SV=1,AMOTL1,1.0943E+4,8.6788E+3,1.6499E+3
