Protein,Protein Description,Protein Gene,Astral_MixA_01 Sum Normalized Area,Astral_MixA_02 Sum Normalized Area,Astral_MixA_03 Sum Normalized Area,Astral_MixB_01 Sum Normalized Area,Astral_MixB_02 Sum Normalized Area,Astral_MixB_03 Sum Normalized Area,Astral_MixC_01 Sum Normalized Area,Astral_MixC_02 Sum Normalized Area,Astral_MixC_03 Sum Normalized Area,Astral_MixD_01 Sum Normalized Area,Astral_MixD_02 Sum Normalized Area,Astral_MixD_03 Sum Normalized Area,Astral_MixE_01 Sum Normalized Area,Astral_MixE_02 Sum Normalized Area,Astral_MixE_03 Sum Normalized Area,Astral_MixF_01 Sum Normalized Area,Astral_MixF_02 Sum Normalized Area,Astral_MixF_03 Sum Normalized Area,Astral_MixG_01 Sum Normalized Area,Astral_MixG_02 Sum Normalized Area,Astral_MixG_03 Sum Normalized Area,Astral_MixH_01 Sum Normalized Area,Astral_MixH_02 Sum Normalized Area,Astral_MixH_03 Sum Normalized Area,Astral_MixI_01 Sum Normalized Area,Astral_MixI_02 Sum Normalized Area,Astral_MixI_03 Sum Normalized Area,Astral_MixJ_01 Sum Normalized Area,Astral_MixJ_02 Sum Normalized Area,Astral_MixJ_03 Sum Normalized Area,Astral_MixK_01 Sum Normalized Area,Astral_MixK_02 Sum Normalized Area,Astral_MixK_03 Sum Normalized Area,Astral_MixL_01 Sum Normalized Area,Astral_MixL_02 Sum Normalized Area,Astral_MixL_03 Sum Normalized Area,Astral_MixM_01 Sum Normalized Area,Astral_MixM_02 Sum Normalized Area,Astral_MixM_03 Sum Normalized Area,Astral_MixN_01 Sum Normalized Area,Astral_MixN_02 Sum Normalized Area,Astral_MixN_03 Sum Normalized Area
sp|Q99442|SEC62_HUMAN,Translocation protein SEC62 OS=Homo sapiens OX=9606 GN=SEC62 PE=1 SV=1,SEC62,1.1428E+5,8.6297E+4,7.5555E+4,6.9889E+4,7.0146E+4,7.2221E+4,6.6006E+4,5.9685E+4,4.9882E+4,3.6870E+4,3.8429E+4,2.3814E+4,1.3151E+4,1.6844E+4,9.2959E+3,1.5874E+4,1.1391E+4,#N/A,9.2930E+3,9.5213E+3,#N/A,9.1673E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9BVJ7|DUS23_HUMAN,Dual specificity protein phosphatase 23 OS=Homo sapiens OX=9606 GN=DUSP23 PE=1 SV=1,DUSP23,1.4687E+5,2.8162E+5,1.4266E+5,1.6839E+5,1.0472E+5,1.4098E+5,1.5001E+5,1.6817E+5,8.2465E+4,5.2582E+4,4.4148E+4,3.2062E+4,7.0019E+3,#N/A,#N/A,#N/A,1.7578E+3,5.9753E+2,#N/A,#N/A,3.4878E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9BWU0|NADAP_HUMAN,Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=2,SLC4A1AP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.7065E+4,5.4945E+4,#N/A,2.3558E+4,#N/A,#N/A,2.3941E+4,3.2144E+4,#N/A,#N/A,#N/A,2.7487E+4,#N/A,4.3705E+4,3.7229E+4,4.2559E+4,#N/A,#N/A,2.7750E+4,#N/A,#N/A,4.2076E+4,#N/A,3.5846E+4,#N/A,#N/A,#N/A,#N/A
sp|Q9C0I3|CCSE1_HUMAN,Serine-rich coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CCSER1 PE=1 SV=2,CCSER1,6.5909E+3,8.8271E+3,#N/A,3.8408E+3,#N/A,7.8628E+2,#N/A,#N/A,#N/A,2.1839E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NYL9|TMOD3_HUMAN,Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,TMOD3,4.5767E+6,4.3328E+6,4.2232E+6,3.1644E+6,2.9071E+6,3.0071E+6,2.1663E+6,2.1140E+6,2.1966E+6,1.4669E+6,1.7091E+6,1.1663E+6,5.3447E+5,5.8721E+5,4.7345E+5,1.7042E+5,3.4953E+5,5.0042E+5,2.5201E+5,2.2829E+5,1.4069E+5,4.2997E+4,4.2196E+4,1.8134E+5,6.6841E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NZJ6|COQ3_HUMAN,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=COQ3 PE=1 SV=3",COQ3,#N/A,#N/A,3.7785E+3,3.8802E+3,2.6587E+3,#N/A,5.0702E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NZQ3|SPN90_HUMAN,NCK-interacting protein with SH3 domain OS=Homo sapiens OX=9606 GN=NCKIPSD PE=1 SV=1,NCKIPSD,1.4014E+6,1.2425E+6,1.0791E+6,9.1936E+5,7.7507E+5,8.1511E+5,6.7807E+5,6.5526E+5,5.7642E+5,3.3129E+5,3.8917E+5,2.6864E+5,6.8547E+4,9.5486E+4,8.8983E+4,7.0886E+4,6.3412E+4,6.2695E+4,4.6301E+4,2.5515E+4,3.5700E+4,#N/A,5.9031E+3,1.5032E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UPR3|SMG5_HUMAN,Nonsense-mediated mRNA decay factor SMG5 OS=Homo sapiens OX=9606 GN=SMG5 PE=1 SV=3,SMG5,2.9041E+3,2.9047E+3,2.4209E+3,#N/A,1.3718E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.9358E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O14657|TOR1B_HUMAN,Torsin-1B OS=Homo sapiens OX=9606 GN=TOR1B PE=1 SV=2,TOR1B,1.2558E+4,1.4304E+4,1.3615E+4,1.6014E+4,1.1556E+4,9.1752E+3,1.9925E+3,#N/A,#N/A,#N/A,3.8211E+3,8.5801E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O43291|SPIT2_HUMAN,Kunitz-type protease inhibitor 2 OS=Homo sapiens OX=9606 GN=SPINT2 PE=1 SV=2,SPINT2,4.5722E+4,6.9627E+4,1.2143E+5,9.1127E+4,2.2636E+4,7.2438E+4,2.7993E+4,1.4913E+4,3.4561E+4,8.3999E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O75326|SEM7A_HUMAN,Semaphorin-7A OS=Homo sapiens OX=9606 GN=SEMA7A PE=1 SV=1,SEMA7A,2.9787E+4,8.9630E+3,8.1414E+3,1.2853E+4,1.0826E+4,1.6081E+4,5.8340E+3,1.9124E+4,5.7037E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O75460|ERN1_HUMAN,Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Homo sapiens OX=9606 GN=ERN1 PE=1 SV=2,ERN1,9.3653E+3,1.7698E+4,4.4921E+3,3.5594E+3,5.3573E+3,7.6739E+3,4.6524E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O94923|GLCE_HUMAN,D-glucuronyl C5-epimerase OS=Homo sapiens OX=9606 GN=GLCE PE=1 SV=3,GLCE,1.4435E+5,1.6353E+5,1.2265E+5,1.0175E+5,9.0207E+4,8.0158E+4,5.6116E+4,7.5264E+4,9.3766E+4,4.5563E+4,2.6752E+4,3.7671E+4,5.9807E+3,1.0054E+4,#N/A,#N/A,2.7992E+3,5.1993E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P01034|CYTC_HUMAN,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,CST3,2.0112E+5,1.8431E+5,1.6595E+5,1.2900E+5,1.0972E+5,1.1898E+5,8.4983E+4,9.7204E+4,7.8748E+4,7.8532E+4,3.8290E+4,4.4445E+4,2.5256E+4,2.4412E+4,1.6098E+4,1.0793E+4,2.1321E+4,1.1361E+4,1.4272E+4,9.7671E+3,1.5097E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P09543|CN37_HUMAN,"2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2",CNP,1.3353E+6,9.7696E+5,1.1898E+6,7.9277E+5,6.8146E+5,6.8834E+5,6.3658E+5,5.5120E+5,4.4920E+5,3.5048E+5,1.8730E+5,2.5068E+5,5.5413E+4,2.3337E+4,3.1000E+4,1.2651E+5,4.8811E+4,2.2124E+4,1.8650E+3,1.4394E+4,1.2192E+4,#N/A,#N/A,1.5113E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P0CG08|GPHRB_HUMAN / sp|B7ZAQ6|GPHRA_HUMAN,"Golgi pH regulator B OS=Homo sapiens OX=9606 GN=GPR89B PE=1 SV=1
Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2",GPR89B / GPR89A,1.6522E+4,1.8096E+4,1.6848E+4,1.3947E+4,1.3909E+4,1.5297E+4,1.3323E+4,1.2057E+4,1.7050E+4,5.0659E+3,7.5532E+3,5.3593E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.7227E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P26022|PTX3_HUMAN,Pentraxin-related protein PTX3 OS=Homo sapiens OX=9606 GN=PTX3 PE=1 SV=3,PTX3,4.4333E+5,4.6563E+5,4.2381E+5,7.9758E+5,7.1323E+5,6.4825E+5,7.5542E+5,6.6170E+5,6.7542E+5,7.3658E+5,6.1817E+5,5.7144E+5,5.6715E+5,5.6420E+5,5.6554E+5,6.3316E+5,5.2607E+5,6.4433E+5,5.7348E+5,5.9789E+5,5.6106E+5,5.8332E+5,5.4207E+5,5.9665E+5,6.0569E+5,5.3466E+5,5.3634E+5,6.7218E+5,6.1761E+5,5.9632E+5,6.8612E+5,5.5314E+5,5.1303E+5,5.9785E+5,6.2560E+5,5.8681E+5,6.0511E+5,5.9943E+5,5.2185E+5,6.1805E+5,5.8446E+5,4.4939E+5
sp|P29350|PTN6_HUMAN,Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens OX=9606 GN=PTPN6 PE=1 SV=1,PTPN6,5.4446E+6,5.2944E+6,4.9855E+6,3.6643E+6,3.3604E+6,3.2989E+6,2.5820E+6,2.6722E+6,2.4498E+6,1.6023E+6,1.5537E+6,1.2722E+6,4.7094E+5,4.6696E+5,4.0946E+5,3.4242E+5,2.5966E+5,3.7839E+5,2.0249E+5,2.0215E+5,2.0922E+5,7.8750E+4,1.1494E+5,8.3187E+4,7.3201E+3,3.3868E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P29597|TYK2_HUMAN,Non-receptor tyrosine-protein kinase TYK2 OS=Homo sapiens OX=9606 GN=TYK2 PE=1 SV=3,TYK2,2.0993E+4,2.7321E+4,3.6266E+4,#N/A,3.3043E+4,2.4333E+4,7.3828E+3,#N/A,1.1184E+4,#N/A,6.6805E+3,9.1819E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P61081|UBC12_HUMAN,NEDD8-conjugating enzyme Ubc12 OS=Homo sapiens OX=9606 GN=UBE2M PE=1 SV=1,UBE2M,1.7048E+5,1.5962E+5,1.7081E+5,1.3556E+5,1.2931E+5,1.6686E+5,1.4374E+5,1.3363E+5,1.3500E+5,1.2894E+5,7.5009E+4,6.9108E+4,4.2657E+4,#N/A,#N/A,#N/A,3.9724E+4,#N/A,5.7142E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P62195|PRS8_HUMAN,26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1,PSMC5,8.9818E+4,7.7890E+4,5.3004E+4,5.4676E+4,4.2962E+4,4.4734E+4,3.5526E+4,2.9397E+4,3.6509E+4,2.6402E+4,1.7882E+4,1.9521E+4,6.6403E+3,#N/A,5.2552E+3,#N/A,2.5365E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P68366|TBA4A_HUMAN,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,TUBA4A,2.4132E+7,2.4944E+7,2.1108E+7,1.7509E+7,1.5034E+7,1.4988E+7,1.1735E+7,1.2459E+7,1.1598E+7,7.4031E+6,6.9537E+6,6.1605E+6,2.4016E+6,2.5098E+6,2.1833E+6,1.6844E+6,1.5716E+6,1.6822E+6,1.2904E+6,1.2087E+6,1.1475E+6,6.6083E+5,7.0125E+5,6.1493E+5,2.1936E+5,2.2115E+5,2.2197E+5,1.8552E+5,1.6584E+5,1.8018E+5,1.2476E+5,1.0628E+5,1.1554E+5,8.2296E+4,8.7061E+4,9.3776E+4,6.5472E+3,2.8572E+4,3.3561E+4,#N/A,#N/A,#N/A
sp|Q08AG7|MZT1_HUMAN,Mitotic-spindle organizing protein 1 OS=Homo sapiens OX=9606 GN=MZT1 PE=1 SV=2,MZT1,#N/A,1.3222E+4,1.2446E+4,#N/A,#N/A,8.2305E+3,3.0403E+3,#N/A,6.5053E+3,#N/A,4.6452E+3,#N/A,1.9025E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q13630|FCL_HUMAN,GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=GFUS PE=1 SV=1,GFUS,1.2616E+5,1.0777E+5,1.2118E+5,5.1540E+4,7.7681E+4,7.4181E+4,5.1272E+4,3.6800E+4,5.8898E+4,#N/A,3.1438E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q14315|FLNC_HUMAN,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,FLNC,8.6829E+6,7.8558E+6,7.8123E+6,5.8823E+6,5.5847E+6,5.5968E+6,4.1067E+6,4.3236E+6,4.1834E+6,2.6314E+6,2.8126E+6,2.5954E+6,1.0939E+6,1.1620E+6,8.1395E+5,7.6248E+5,4.6187E+5,6.8920E+5,4.1108E+5,4.4206E+5,5.2085E+5,2.3493E+5,2.9321E+5,2.1792E+5,8.0060E+4,7.7877E+4,5.5626E+4,6.7284E+4,5.3407E+4,6.4591E+4,4.4252E+4,4.8140E+4,1.6215E+4,1.7739E+4,2.5669E+4,3.9079E+4,1.5278E+4,8.3229E+3,1.4742E+4,#N/A,#N/A,2.3127E+3
sp|Q53HC9|EIPR1_HUMAN,EARP and GARP complex-interacting protein 1 OS=Homo sapiens OX=9606 GN=EIPR1 PE=1 SV=2,EIPR1,1.4876E+5,1.8070E+5,1.8060E+5,5.1818E+4,5.1645E+4,6.5101E+4,4.3451E+4,2.4908E+4,3.3325E+4,1.3771E+4,1.2651E+4,2.3273E+4,#N/A,8.3677E+3,#N/A,2.7561E+3,#N/A,6.9066E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q5UE93|PI3R6_HUMAN,Phosphoinositide 3-kinase regulatory subunit 6 OS=Homo sapiens OX=9606 GN=PIK3R6 PE=1 SV=1,PIK3R6,4.2315E+5,4.7069E+5,3.9017E+5,2.3525E+5,2.7479E+5,3.0519E+5,1.5706E+5,1.5034E+5,1.8189E+5,9.3840E+4,1.1590E+5,6.8433E+4,7.3655E+3,6.7690E+3,4.6597E+3,1.1605E+4,#N/A,4.1091E+3,3.3304E+3,#N/A,2.4033E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q7LGA3|HS2ST_HUMAN,Heparan sulfate 2-O-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=HS2ST1 PE=1 SV=1,HS2ST1,4.1490E+3,1.3581E+4,6.7032E+3,4.3133E+3,#N/A,#N/A,2.5731E+3,3.4330E+3,#N/A,9.7510E+2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q7Z434|MAVS_HUMAN,Mitochondrial antiviral-signaling protein OS=Homo sapiens OX=9606 GN=MAVS PE=1 SV=2,MAVS,1.3688E+6,1.2507E+6,1.3889E+6,1.0304E+6,8.6809E+5,9.6460E+5,7.9423E+5,8.3890E+5,6.1956E+5,5.4479E+5,5.6775E+5,4.5701E+5,1.5484E+5,2.5356E+5,1.4070E+5,1.6071E+5,1.5395E+5,5.5613E+4,4.3927E+4,4.6468E+4,3.5452E+4,1.8707E+5,1.1767E+4,1.6323E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q86UF1|TSN33_HUMAN,Tetraspanin-33 OS=Homo sapiens OX=9606 GN=TSPAN33 PE=1 SV=1,TSPAN33,1.8999E+5,1.8638E+5,1.8912E+5,1.4848E+5,1.2629E+5,1.0895E+5,9.0733E+4,9.3104E+4,9.8698E+4,6.3067E+4,2.0047E+4,4.5671E+4,9.1259E+3,2.2422E+4,8.2626E+3,7.9671E+3,1.4290E+4,1.7859E+4,9.5023E+3,8.6758E+3,5.0167E+3,#N/A,4.0274E+3,2.7989E+3,#N/A,#N/A,#N/A,3.5864E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q86VN1|VPS36_HUMAN,Vacuolar protein-sorting-associated protein 36 OS=Homo sapiens OX=9606 GN=VPS36 PE=1 SV=1,VPS36,1.1809E+5,1.0384E+5,9.9489E+4,9.3637E+4,2.6092E+4,3.5090E+4,2.5183E+4,1.2681E+4,6.4705E+3,8.3086E+3,5.1297E+3,1.5257E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8N5M4|TTC9C_HUMAN,Tetratricopeptide repeat protein 9C OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1,TTC9C,1.0283E+5,8.1483E+4,8.4752E+4,6.5277E+4,6.1686E+4,5.5353E+4,4.9657E+4,2.6585E+4,4.1252E+4,1.3547E+4,1.5329E+4,1.8815E+4,3.6357E+3,1.2132E+4,4.2720E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8TBX8|PI42C_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3,PIP4K2C,2.4012E+4,2.6380E+4,1.9359E+4,9.6265E+3,7.7799E+3,1.3686E+4,7.4708E+3,2.0738E+4,6.0770E+3,7.6949E+3,4.9107E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8WVJ2|NUDC2_HUMAN,NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1,NUDCD2,4.6262E+4,3.8673E+4,#N/A,#N/A,4.7364E+4,6.8803E+4,1.4461E+4,#N/A,1.8790E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96BZ4|PLD4_HUMAN,5'-3' exonuclease PLD4 OS=Homo sapiens OX=9606 GN=PLD4 PE=1 SV=2,PLD4,5.0788E+4,1.8986E+4,6.3622E+4,1.8447E+4,2.6313E+4,9.2052E+3,1.6809E+4,8.1162E+3,6.1550E+3,1.2303E+4,1.2697E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96DB5|RMD1_HUMAN,Regulator of microtubule dynamics protein 1 OS=Homo sapiens OX=9606 GN=RMDN1 PE=1 SV=1,RMDN1,4.1702E+4,4.5221E+4,4.2446E+4,2.4676E+4,2.1893E+4,2.5657E+4,1.3225E+4,7.1032E+3,1.0554E+4,3.9974E+3,#N/A,6.7898E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96G97|BSCL2_HUMAN,Seipin OS=Homo sapiens OX=9606 GN=BSCL2 PE=1 SV=3,BSCL2,1.3048E+6,1.4591E+6,2.3473E+6,9.1863E+5,4.9359E+5,2.8555E+5,9.4565E+4,2.5954E+5,4.8708E+5,7.1149E+5,9.3705E+5,3.7154E+5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9ULQ1|TPC1_HUMAN,Two pore channel protein 1 OS=Homo sapiens OX=9606 GN=TPCN1 PE=1 SV=3,TPCN1,2.2448E+4,2.9066E+4,1.9848E+4,2.1761E+4,1.4792E+4,2.4339E+4,1.1626E+4,1.0484E+4,9.3231E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
